id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
16000397;05.12.2014;1890000;2;10;1200;9850;10;0;0;4;7;1200;0;1921;0;98002;473089;-12221;1060;5095
7983200060;24.04.2015;2300000;3;10;1250;9774;10;0;0;4;7;1250;0;1969;0;98003;473343;-122306;1280;8850
6300500875;14.05.2014;3850000;4;175;1620;4980;10;0;0;4;7;860;760;1947;0;98133;477025;-122341;1400;4980
2524049179;26.08.2014;20000000;3;275;3050;44867;10;0;4;3;9;2330;720;1968;0;98040;475316;-122233;4110;20336
7137970340;03.07.2014;2850000;5;25;2270;6300;20;0;0;3;8;2270;0;1995;0;98092;473266;-122169;2240;7005
8091400200;16.05.2014;2527000;2;15;1070;9643;10;0;0;3;7;1070;0;1985;0;98030;473533;-122166;1220;8386
3814700200;20.11.2014;3290000;3;225;2450;6500;20;0;0;4;8;2450;0;1985;0;98030;473739;-122172;2200;6865
1202000200;03.11.2014;2330000;3;20;1710;4697;15;0;0;5;6;1710;0;1941;0;98002;473048;-122218;1030;4705
1794500383;26.06.2014;9370000;3;175;2450;2691;20;0;0;3;8;1750;700;1915;0;98119;476386;-12236;1760;3573
3303700376;01.12.2014;6670000;3;10;1400;1581;15;0;0;5;8;1400;0;1909;0;98112;476221;-122314;1860;3861
5101402488;24.06.2014;4380000;3;175;1520;6380;10;0;0;3;7;790;730;1948;0;98115;47695;-122304;1520;6235
1873100390;02.03.2015;7190000;4;25;2570;7173;20;0;0;3;8;2570;0;2005;0;98052;477073;-12211;2630;6026
8562750320;10.11.2014;5805000;3;25;2320;3980;20;0;0;3;8;2320;0;2003;0;98027;475391;-12207;2580;3980
2426039314;01.12.2014;2800000;2;15;1190;1265;30;0;0;3;7;1190;0;2005;0;98133;477274;-122357;1390;1756
461000390;24.06.2014;6875000;4;175;2330;5000;15;0;0;4;7;1510;820;1929;0;98117;476823;-122368;1460;5000
7589200193;10.11.2014;5350000;3;10;1090;3000;15;0;0;4;8;1090;0;1929;0;98117;476889;-122375;1570;5080
7955080270;03.12.2014;3225000;4;275;2060;6659;10;0;0;3;7;1280;780;1981;0;98058;474276;-122157;2020;8720
9547205180;13.06.2014;6960000;3;25;2300;3060;15;0;0;3;8;1510;790;1930;2002;98115;476827;-12231;1590;3264
9435300030;28.05.2014;5500000;4;10;1660;34848;10;0;0;1;5;930;730;1933;0;98052;476621;-122132;2160;11467
2768000400;30.12.2014;6400000;4;20;2360;6000;20;0;0;4;8;2360;0;1904;0;98107;476702;-122362;1730;4700
7895500070;13.02.2015;2400000;4;10;1220;8075;10;0;0;2;7;890;330;1969;0;98001;473341;-122282;1290;7800
2078500320;20.06.2014;6050000;4;25;2620;7553;20;0;0;3;8;2620;0;1996;0;98056;475301;-12218;2620;11884
5547700270;15.07.2014;6250000;4;25;2570;5520;20;0;0;3;9;2570;0;2000;0;98074;476145;-122027;2470;5669
7766200013;11.08.2014;7750000;4;225;4220;24186;10;0;0;3;8;2600;1620;1984;0;98166;47445;-122347;2410;30617
7203220400;07.07.2014;8619900;5;275;3595;5639;20;0;0;3;9;3595;0;2014;0;98053;476848;-122016;3625;5639
9270200160;28.10.2014;6850000;3;10;1570;2280;20;0;0;3;7;1570;0;1922;0;98119;476413;-122364;1580;2640
1432701230;29.07.2014;3090000;3;10;1280;9656;10;0;0;4;6;920;360;1959;0;98058;474485;-122175;1340;8808
8035350320;18.07.2014;4880000;3;25;3160;13603;20;0;0;3;8;3160;0;2003;0;98019;477443;-121977;3050;9232
8945200830;25.03.2015;2104900;3;10;990;8528;10;0;0;3;6;990;0;1966;0;98023;473066;-122371;1228;8840
4178300310;16.07.2014;7850000;4;25;2290;13416;20;0;0;4;9;2290;0;1981;0;98007;476194;-122151;2680;13685
9215400105;28.04.2015;4500000;3;175;1250;5963;10;0;0;4;7;1250;0;1953;0;98115;476796;-122301;970;5100
822039084;11.03.2015;13500000;3;25;2753;65005;10;1;2;5;9;2165;588;1953;0;98070;474041;-122451;2680;72513
5245600105;16.09.2014;2280000;3;10;1190;9199;10;0;0;3;7;1190;0;1955;0;98148;474258;-122322;1190;9364
7231300125;17.02.2015;3450000;5;25;3150;9134;10;0;0;4;8;1640;1510;1966;0;98056;474934;-122189;1990;9133
7518505990;31.12.2014;6000000;3;175;1410;4080;10;0;0;4;7;1000;410;1950;0;98117;476808;-122384;1410;4080
3626039271;05.02.2015;5850000;2;175;1980;8550;10;0;0;3;7;990;990;1981;0;98117;476989;-122369;1480;6738
4217401195;03.03.2015;9200000;5;225;2730;6000;15;0;0;3;8;2130;600;1927;0;98105;476571;-122281;2730;6000
9822700295;12.05.2014;8850000;4;25;2830;5000;20;0;0;3;9;2830;0;1995;0;98105;476597;-12229;1950;5000
9478500640;19.08.2014;2925000;4;25;2250;4495;20;0;0;3;7;2250;0;2008;0;98042;473663;-122114;2250;4500
2799800710;07.04.2015;3010000;3;25;2420;4750;20;0;0;3;8;2420;0;2003;0;98042;473663;-122122;2690;4750
7922800400;27.08.2014;9510000;5;325;3250;14342;20;0;4;4;8;3250;0;1968;0;98008;47588;-122116;2960;11044
8079040320;23.02.2015;4300000;4;30;1850;9976;20;0;0;3;8;1850;0;1991;0;98059;475059;-122149;2270;8542
1516000055;10.12.2014;6500000;3;225;2150;21235;10;0;3;4;8;1590;560;1959;0;98166;474336;-122339;2570;18900
9558200045;28.08.2014;2890000;3;175;1260;8400;10;0;0;3;7;1260;0;1954;0;98148;474366;-122335;1290;8750
5072410070;21.10.2014;5050000;3;175;2519;8690;20;0;0;5;8;2519;0;1973;0;98166;474428;-122344;2500;9500
9528102996;07.12.2014;5490000;3;175;1540;1044;30;0;0;3;8;1540;0;2014;0;98115;476765;-12232;1580;3090
1189001180;03.06.2014;4250000;3;225;1660;6000;10;0;0;3;7;1110;550;1979;0;98122;476113;-122297;1440;4080
3253500160;20.11.2014;3176250;3;275;2770;3809;15;0;0;5;7;1770;1000;1925;0;98144;475747;-122304;1440;4000
3394100030;09.09.2014;9750000;4;25;2720;11049;20;0;0;3;10;2720;0;1989;0;98004;475815;-122192;2750;11049
3717000160;09.10.2014;2870000;4;25;2240;4648;20;0;0;3;7;2240;0;2005;0;98001;473378;-122257;2221;4557
1274500060;25.08.2014;2040000;3;10;1000;12070;10;0;0;4;7;1000;0;1968;0;98042;473621;-12211;1010;12635
1802000060;12.06.2014;13250000;5;225;3200;20158;10;0;0;3;8;1600;1600;1965;0;98004;476303;-122215;3390;20158
1525059190;12.09.2014;10400000;5;325;4770;50094;10;0;0;4;11;3070;1700;1973;0;98005;476525;-12216;3530;38917
1049000060;05.01.2015;3250000;3;20;1260;5612;10;0;0;4;7;1260;0;1972;0;98034;477362;-122179;1640;4745
8820901275;10.06.2014;5710000;4;20;2750;7807;15;0;0;5;7;2250;500;1916;0;98125;477168;-122287;1510;7807
5416510140;10.07.2014;3600000;4;25;2380;5000;20;0;0;3;8;2380;0;2005;0;98038;473608;-122036;2420;5000
3444100400;16.03.2015;3490000;3;175;1790;50529;10;0;0;5;7;1090;700;1965;0;98042;473511;-122073;1940;50529
3276920270;05.11.2014;8325000;4;40;3430;35102;20;0;0;4;10;2390;1040;1986;0;98075;475822;-121987;3240;35020
4036801170;13.10.2014;3800000;4;175;1760;7300;10;0;0;3;7;880;880;1956;0;98008;476034;-122125;1680;7500
2391600320;20.04.2015;4800000;3;10;1040;5060;10;0;0;3;7;1040;0;1941;0;98116;475636;-122394;890;5060
6300000287;09.06.2014;4100000;3;10;1410;5060;10;0;0;4;7;910;500;1956;0;98133;477073;-12234;1130;5693
1531000030;23.03.2015;7200000;4;25;3450;39683;20;0;0;3;10;3450;0;2002;0;98010;47342;-122025;3350;39750
5104520400;02.12.2014;3900000;3;25;2350;5100;20;0;0;3;8;2350;0;2003;0;98038;473512;-122008;2350;5363
7437100340;22.12.2014;3600000;4;25;1900;5889;20;0;0;3;7;1900;0;1992;0;98038;47349;-122031;1870;6405
9418400240;28.10.2014;3550000;2;10;2020;6720;10;0;0;3;7;1010;1010;1948;0;98118;475474;-122291;1720;6720
1523059105;28.01.2015;3560000;3;15;1680;8712;10;0;0;3;8;1680;0;1964;0;98059;474811;-122149;1850;8797
1133000671;02.06.2014;3150000;3;10;960;6634;10;0;0;3;6;960;0;1952;0;98125;477264;-12231;1570;7203
4232902595;14.11.2014;9400000;3;15;2140;3600;20;0;0;3;9;1900;240;1925;0;98119;476337;-122365;2020;4800
2599001200;03.11.2014;3050000;5;225;2660;8400;15;0;0;5;7;2660;0;1961;0;98092;472909;-122189;1590;8165
3342103156;18.06.2014;4610000;3;325;2770;6278;20;0;0;3;9;1980;790;2006;0;98056;475228;-122199;1900;7349
1332700270;19.05.2014;2150000;2;225;1610;2040;20;0;0;4;7;1610;0;1979;0;98056;47518;-122194;1950;2025
3869900162;04.09.2014;3350000;2;175;1030;1066;20;0;0;3;7;765;265;2006;0;98136;475394;-122387;1030;1106
2791500270;22.05.2014;2435000;4;25;1980;7403;20;0;0;3;7;1980;0;1988;0;98023;472897;-122372;1980;7510
5036300431;11.03.2015;10998800;5;275;3520;6353;20;0;0;4;10;3520;0;2001;0;98199;476506;-122391;2520;6250
4168000060;26.02.2015;1530000;3;10;1200;10500;10;0;0;3;7;1200;0;1962;0;98023;47322;-122351;1350;10500
6021501535;25.07.2014;4300000;3;15;1580;5000;10;0;0;3;8;1290;290;1939;0;98117;47687;-122386;1570;4500
6021501535;23.12.2014;7000000;3;15;1580;5000;10;0;0;3;8;1290;290;1939;0;98117;47687;-122386;1570;4500
1483300570;08.09.2014;9050000;4;25;3300;10250;10;0;0;3;7;2390;910;1946;1991;98040;475873;-122249;1950;6045
3422049190;30.03.2015;2475000;3;175;1960;15681;10;0;0;3;7;1960;0;1967;0;98032;473576;-122277;1750;15616
1099611230;12.09.2014;1990000;4;15;1160;6400;10;0;0;4;7;1160;0;1975;0;98023;473036;-122378;1160;6400
722079104;11.07.2014;3140000;3;175;1810;41800;10;0;0;5;7;1210;600;1980;0;98038;474109;-121958;1650;135036
7338200240;16.05.2014;4375000;3;25;2320;36847;20;0;2;3;9;2320;0;1992;0;98045;474838;-121714;2550;35065
1952200240;11.06.2014;8508300;3;25;2070;13241;15;0;0;5;9;1270;800;1910;0;98102;476415;-122315;2200;4500
5200100125;27.10.2014;5550000;3;20;1980;3478;15;0;0;4;7;1440;540;1929;0;98117;476775;-122372;1610;3478
7214720075;12.12.2014;6999500;3;225;2190;107593;20;0;0;4;8;2190;0;1983;0;98077;477731;-12208;2570;47777
2450000295;07.10.2014;10880000;3;25;2920;8113;20;0;0;3;8;2920;0;1950;2010;98004;475814;-122196;2370;8113
6197800045;24.09.2014;2900000;3;10;1210;33919;10;0;0;3;7;1210;0;1954;0;98058;474375;-122184;1640;14910
1328310370;02.04.2015;3750000;3;25;2340;10005;10;0;0;4;8;1460;880;1978;0;98058;474431;-122133;2250;8162
546000875;23.05.2014;4600000;3;10;1670;4005;15;0;0;4;7;1170;500;1939;0;98117;476878;-12238;1240;4005
3530510041;23.07.2014;1885000;2;175;1240;2493;10;0;0;4;8;1240;0;1985;0;98198;473813;-122322;1270;4966
1853000400;05.03.2015;6800000;4;25;3140;28037;20;0;0;4;10;3140;0;1991;0;98077;477304;-122082;2990;35001
3134100116;27.08.2014;4700000;5;175;2030;12342;20;0;0;4;7;2030;0;1942;0;98052;476417;-122109;2500;9433
9545230140;25.07.2014;5977500;4;25;2310;9624;20;0;0;3;8;2310;0;1984;0;98027;475386;-122053;1940;9636
3362400511;04.03.2015;5700000;3;175;1260;3328;10;0;0;5;6;700;560;1905;0;98103;476823;-122349;1380;3536
2525310310;16.09.2014;2725000;3;175;1540;12600;10;0;0;4;7;1160;380;1980;0;98038;473624;-122031;1540;11656
6126500060;24.11.2014;3299500;3;175;2080;5969;10;0;2;3;7;1080;1000;1971;0;98108;475474;-122295;2090;5500
8961960160;28.10.2014;4800000;4;25;3230;16171;20;0;3;3;9;2520;710;2001;0;98001;473183;-122253;2640;8517
3626039325;21.11.2014;7405000;3;35;4380;6350;20;0;0;3;8;2780;1600;1900;1999;98117;476981;-122368;1830;6350
3362400431;26.06.2014;5185000;3;35;1590;1102;30;0;0;3;8;1590;0;2010;0;98103;476824;-122347;1620;3166
4060000240;23.06.2014;2054250;2;10;880;6780;10;0;0;4;6;880;0;1945;0;98178;475009;-122248;1190;6780
3454800060;08.01.2015;1718000;4;20;1570;9600;10;0;0;3;6;1570;0;1950;0;98168;474965;-122303;1880;9000
1695900060;11.05.2015;5350000;4;10;1610;2982;15;0;0;4;7;1610;0;1925;0;98144;47587;-122294;1610;4040
7278700070;02.01.2015;6600000;3;25;2400;6474;10;0;2;3;8;1560;840;1964;0;98177;477728;-122386;2340;10856
6675500070;19.11.2014;3915000;3;20;1450;9132;10;0;0;3;7;1450;0;1987;0;98034;477288;-122226;1580;9104
3626039187;06.04.2015;3950000;2;10;770;6000;10;0;0;3;6;770;0;1953;0;98117;476999;-122364;1710;6000
3524049083;04.11.2014;4450000;4;175;2100;4400;15;0;0;5;7;1720;380;1924;0;98118;475299;-122266;1850;4400
3275860240;18.06.2014;7700000;3;225;2910;10204;20;0;0;3;9;2910;0;1990;0;98052;476897;-122098;2700;13992
4389200955;02.03.2015;14500000;4;275;2750;17789;15;0;0;3;8;1980;770;1914;1992;98004;476141;-122212;3060;11275
4058801670;17.07.2014;4450000;3;225;2100;8201;10;0;2;3;8;1620;480;1967;0;98178;475091;-122244;2660;8712
8732020310;17.07.2014;2600000;4;225;2160;8811;10;0;0;3;8;1360;800;1978;0;98023;473129;-12239;2090;8400
2331300505;13.06.2014;8225000;5;35;2320;4960;20;0;0;5;7;1720;600;1926;0;98103;476763;-122352;1700;4960
7853210060;06.04.2015;4300000;4;25;2070;4310;20;0;0;3;7;2070;0;2004;0;98065;475319;-12185;1970;3748
3668000070;05.01.2015;2120000;3;175;1060;7875;10;0;0;4;7;1060;0;1986;0;98092;472761;-122152;1420;7680
9545240070;28.04.2015;6605000;4;225;2010;9603;10;0;0;3;8;1440;570;1986;0;98027;475343;-122054;2060;9793
1243100136;12.06.2014;7840000;3;35;3950;111078;15;0;0;3;9;2460;1490;1989;0;98052;47697;-122072;2480;88500
8929000270;12.05.2014;4532460;3;25;2010;2287;20;0;0;3;8;1390;620;2014;0;98029;475517;-121998;1690;1662
2767602356;26.01.2015;6750000;4;35;2140;2278;30;0;0;3;9;2140;0;2005;0;98107;476734;-12238;1540;2285
921049315;13.08.2014;1990000;3;175;1320;17390;10;0;0;4;7;1320;0;1956;0;98003;473257;-122296;1550;19265
3655000070;05.08.2014;2200000;4;175;2020;7840;10;0;0;3;7;1010;1010;1968;0;98003;473309;-122299;1750;8140
4027700812;29.05.2014;4520000;4;225;2590;10002;10;0;0;4;8;1340;1250;1968;0;98028;477689;-122266;1550;10436
3992700335;07.07.2014;3825000;2;10;1190;4440;10;0;0;3;6;1190;0;1981;0;98125;477135;-122287;1060;5715
2767603505;07.05.2014;5199500;3;225;1170;1249;30;0;0;3;8;1170;0;2014;0;98107;476722;-122381;1350;1310
4232901525;27.06.2014;6650000;2;10;1110;3200;10;0;0;3;7;1110;0;1925;0;98119;476338;-122358;1170;3600
1777500060;08.07.2014;5277000;5;25;2820;9375;10;0;0;4;8;1550;1270;1968;0;98006;475707;-122128;2820;9375
1432900240;08.05.2015;2050000;3;10;1610;8579;10;0;0;4;7;1010;600;1962;0;98058;474563;-122171;1610;8579
6140100875;15.04.2015;4200000;3;10;1060;8097;10;0;0;4;7;940;120;1923;0;98133;477144;-122351;1560;7940
6071600370;27.02.2015;5000000;4;225;2030;8517;10;0;0;4;8;1380;650;1961;0;98006;475495;-122174;2230;8824
1526069017;03.12.2014;9215000;4;25;3670;315374;20;0;0;4;9;3670;0;1994;0;98077;477421;-122026;2840;87991
809001525;25.06.2014;8900000;4;10;2550;4000;20;0;0;3;8;2370;180;1905;0;98109;476354;-122353;2200;4000
3224079105;06.08.2014;4300000;2;25;2420;60984;20;0;0;3;7;2420;0;2007;0;98027;475262;-121943;1940;193842
8075400570;30.10.2014;2580000;5;20;2260;12500;10;0;0;4;8;1130;1130;1960;0;98032;473887;-122286;1360;18000
1994200024;04.11.2014;5110000;3;10;1430;3455;10;0;0;3;7;980;450;1947;0;98103;476873;-122336;1450;4599
3362900810;20.08.2014;5321700;3;20;1360;3090;20;0;0;3;8;1360;0;1990;0;98103;476838;-122353;1500;3090
1324300398;09.04.2015;5600000;3;10;1110;5000;15;0;0;3;7;1110;0;1947;0;98107;47655;-122359;1420;5000
537000445;31.03.2015;2829500;3;10;1250;8200;10;0;0;4;7;1250;0;1954;0;98003;473255;-122304;1680;8633
7855801670;01.04.2015;22500000;4;325;5180;19850;20;0;3;3;12;3540;1640;2006;0;98006;47562;-122162;3160;9750
7920100045;16.05.2014;3500000;1;10;700;5100;10;0;0;3;7;700;0;1942;0;98115;47679;-1223;1010;5100
8960000030;28.07.2014;2150000;3;10;1180;7669;10;0;0;4;7;1180;0;1967;0;98058;474479;-122176;1190;7669
6388930390;20.11.2014;6500000;5;35;3960;25245;20;0;0;3;9;2500;1460;1996;0;98056;47525;-122172;2640;13675
8731900200;07.08.2014;3200000;4;275;2640;7500;10;0;0;3;8;1620;1020;1967;0;98023;473135;-122369;1980;7875
8029200135;13.11.2014;2470000;3;20;1270;7198;15;0;0;3;7;1270;0;1916;2013;98022;472086;-121996;1160;7198
1081200350;03.10.2014;3200000;4;175;1760;11180;10;0;0;4;8;1760;0;1968;0;98059;474715;-122118;1730;11180
84000105;07.05.2014;2550000;5;225;2060;8632;10;0;0;3;7;1030;1030;1962;0;98146;474877;-122335;1010;11680
3756500060;09.03.2015;4380000;3;175;1780;9660;10;0;0;3;7;1780;0;1962;0;98034;477171;-122193;1200;9660
7215720160;04.03.2015;9000000;3;25;3400;16603;20;0;0;3;10;3400;0;2000;0;98075;476012;-122023;3400;12601
3574800520;20.06.2014;4410000;3;275;1910;7280;10;0;0;3;7;1160;750;1979;0;98034;477319;-122224;1710;8152
2617300160;12.08.2014;4200000;3;20;2020;38332;10;0;0;4;7;1010;1010;1975;0;98027;474582;-122023;2110;36590
2558660270;08.12.2014;3700000;3;175;1580;7000;10;0;0;3;7;1180;400;1976;0;98034;477209;-122168;1640;7500
2009000370;19.02.2015;2699500;2;175;1340;7250;10;0;0;5;5;700;640;1949;0;98198;47408;-122327;1830;9750
1836980160;24.03.2015;8071000;4;25;2680;4499;20;0;0;3;9;2680;0;1999;0;98006;47565;-122125;2920;4500
3261020370;05.06.2014;6530000;3;25;2680;9750;10;0;0;4;8;1610;1070;1979;0;98034;477028;-122231;2480;8750
1755700060;11.06.2014;3715000;3;20;1370;8336;10;0;0;5;7;1370;0;1964;0;98133;477458;-122331;1770;7288
4330600435;16.03.2015;2840000;3;175;1560;21000;10;0;0;3;7;1560;0;1954;0;98166;474776;-122337;1070;7920
9542800700;02.01.2015;2720000;3;175;2160;7140;10;0;0;4;7;1670;490;1978;0;98023;473026;-122374;1930;7350
1999700045;02.05.2014;3130000;3;15;1340;7912;15;0;0;3;7;1340;0;1955;0;98133;477658;-122339;1480;7940
1762600070;16.01.2015;9175000;4;25;3880;35003;20;0;0;3;10;2570;1310;1984;0;98033;476477;-122182;3740;35230
1687900520;29.09.2014;6730000;4;225;2590;8190;20;0;0;4;8;2590;0;1980;0;98006;475619;-122125;2260;8335
7234600798;10.02.2015;4250000;3;25;1120;1100;20;0;0;3;8;820;300;2008;0;98122;476106;-12231;1590;1795
3881900445;09.07.2014;3999500;5;275;1970;5400;10;0;0;3;7;1320;650;1986;0;98144;475868;-122308;1280;2150
2254502445;30.05.2014;3850000;3;10;1220;4800;10;0;0;3;6;1220;0;1901;0;98122;476101;-122307;1200;4800
5437810320;17.11.2014;2699500;3;15;1950;7560;10;0;2;4;7;1320;630;1975;0;98022;471976;-121999;1950;8941
9158100075;07.01.2015;3300000;2;10;1350;8220;10;0;0;3;7;1060;290;1949;0;98177;477224;-122358;1540;8280
3830630310;25.07.2014;2600000;3;25;1670;5797;20;0;0;3;7;1670;0;1988;0;98030;473505;-122179;1670;6183
8123100045;14.04.2015;4700000;4;30;2380;5125;15;0;0;4;7;1680;700;1925;0;98126;475384;-122376;1410;5375
3127200041;13.06.2014;5890000;4;30;2440;9600;20;0;0;5;7;2440;0;1961;0;98034;477044;-1222;2290;9600
6661200320;23.07.2014;1635000;2;15;1050;3419;20;0;0;3;7;1050;0;1996;0;98038;473848;-122039;1050;3417
11510310;05.09.2014;8350000;4;275;3130;13412;20;0;0;3;9;2140;990;1993;0;98052;476993;-122102;2260;9984
825059270;21.11.2014;10950000;5;30;4090;12850;10;0;2;4;10;2090;2000;1986;0;98033;476627;-122188;2540;10270
8731951370;15.04.2015;2690000;4;175;1490;10000;10;0;0;4;8;1100;390;1969;0;98023;473099;-122379;2190;8910
1954440060;05.05.2014;5600000;3;25;1900;8744;20;0;0;3;8;1900;0;1987;0;98074;4762;-122043;2030;8744
2264500350;18.04.2015;6150000;4;10;1330;2400;15;0;0;4;6;1330;0;1901;0;98103;4765;-12234;1330;4400
1115810060;05.12.2014;5851880;3;225;2230;10026;10;0;0;3;8;1430;800;1975;0;98052;476647;-122153;2230;9340
9477200200;18.08.2014;3050000;3;175;1650;9480;10;0;0;3;7;1220;430;1977;0;98034;47726;-122191;1540;8400
1432600560;05.11.2014;1669500;3;10;1190;8820;10;0;0;3;6;1190;0;1959;0;98058;474616;-122184;1230;7980
2287000060;12.09.2014;7990000;3;25;2140;9897;10;0;0;4;8;2140;0;1959;0;98040;475505;-122219;2680;10083
3663500060;25.06.2014;4000000;3;25;2180;7508;10;0;0;4;7;1420;760;1962;0;98133;477606;-122336;1900;7818
3996900125;01.12.2014;2300000;3;10;1060;10228;10;0;0;3;7;1060;0;1948;0;98155;477481;-1223;1570;10228
7796450200;15.05.2014;2568830;3;25;1690;5025;20;0;0;3;8;1690;0;2003;0;98023;472779;-122347;2550;5001
7549802535;11.11.2014;4230000;4;20;1970;6480;15;0;0;5;7;1130;840;1920;0;98108;475511;-122312;1500;6480
3278600320;23.07.2014;4650000;3;25;2150;4084;20;0;0;3;8;2150;0;2007;0;98126;475488;-122372;1750;2385
2824079053;13.01.2015;4400000;3;25;1910;66211;20;0;0;3;7;1910;0;1997;0;98024;475385;-121911;2330;67268
1222069094;14.10.2014;3850000;3;175;1350;155073;10;0;0;4;7;1350;0;1969;0;98038;474058;-121994;1560;50965
3542300060;11.03.2015;2100000;3;10;860;11725;10;0;0;4;6;860;0;1943;0;98056;475093;-122184;1300;9514
2222059065;12.11.2014;2970000;3;25;1940;14952;20;0;0;3;8;1940;0;1994;0;98042;473777;-122165;2030;10450
7551300060;16.07.2014;4700000;3;10;1010;5000;10;0;0;3;7;1010;0;1952;0;98107;47675;-122394;1680;5000
100600550;04.08.2014;2265000;3;15;1300;7370;10;0;0;4;7;900;400;1976;0;98023;473025;-12237;1430;7500
3211100860;03.03.2015;2742500;3;10;910;8450;10;0;0;4;6;910;0;1962;0;98059;474787;-122158;1400;8040
3456000310;04.08.2014;8400000;4;175;2480;11010;10;0;0;4;9;1630;850;1966;0;98040;475378;-122219;2770;10744
9526600140;19.09.2014;6779000;3;25;2440;4587;20;0;0;3;8;2440;0;2010;0;98052;477073;-122114;2750;4587
7465900060;05.02.2015;4250000;3;10;1010;5864;10;0;0;3;7;1010;0;1915;0;98116;475733;-122381;1290;5000
1222000055;23.11.2014;1802500;2;75;900;9600;10;0;0;3;6;900;0;1941;0;98166;474604;-122339;1250;14280
6300000550;17.07.2014;4640000;6;30;2300;3404;20;0;0;3;7;1600;700;1920;1994;98133;477067;-122343;1560;1312
2310030510;22.04.2015;3200000;4;225;1550;7579;20;0;0;3;8;1550;0;1993;0;98038;47354;-122047;1630;6397
1025049114;17.07.2014;6255040;3;225;1270;1566;20;0;0;3;8;1060;210;2014;0;98105;476647;-122284;1160;1327
8677300550;15.05.2014;5925000;4;25;2240;12032;10;0;0;3;9;2240;0;1983;0;98074;476143;-122017;2520;12368
4014400292;14.01.2015;4650000;3;25;2714;17936;20;0;0;3;9;2714;0;2005;0;98001;473185;-122275;2590;18386
1102000196;27.05.2014;4770000;4;275;1720;6270;20;0;0;3;8;1720;0;1978;0;98118;475458;-122268;2130;8700
257000138;15.01.2015;2800000;2;10;850;16400;10;0;0;3;6;850;0;1923;0;98168;474889;-122299;1100;14459
46100204;21.02.2015;15050000;5;30;3300;33474;10;0;3;3;9;1870;1430;1957;1991;98040;475673;-12221;3836;20953
1909600046;03.07.2014;4458380;3;25;2250;5692;20;0;0;3;8;2250;0;2000;0;98146;475133;-122379;1320;5390
1250202145;28.08.2014;10720000;2;225;3900;14864;10;0;3;3;8;1950;1950;1947;0;98144;475884;-122291;2580;5184
7611200125;23.10.2014;4670000;2;15;1320;10800;10;0;0;4;8;1320;0;1947;0;98177;477145;-122367;2120;12040
5611500140;22.08.2014;6860000;4;25;2760;6440;20;0;0;3;10;2760;0;1999;0;98075;475836;-122026;3070;8127
7138000260;05.06.2014;2799500;3;20;1750;9750;10;0;0;3;7;1350;400;1961;0;98198;47398;-122299;1900;10125
